fixture_id,team_id,team_name,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%,expected_goals,goals_prevented
1208698,536,Sevilla,4,0,8,4,6,2,14,5,3.0,40%,5.0,0.0,2.0,342,282,82%,0.79,0.0
1208698,529,Barcelona,6,4,10,0,7,3,6,6,1.0,60%,2.0,1.0,3.0,508,436,86%,1.93,0.0
1208693,798,Mallorca,2,5,10,3,8,2,7,7,3.0,46%,1.0,,3.0,345,283,82%,1.24,0.0
1208693,727,Osasuna,4,4,19,11,12,7,11,11,0.0,54%,4.0,,1.0,397,324,82%,1.50,0.0
1208705,547,Girona,4,6,14,4,9,5,11,3,2.0,71%,2.0,1.0,4.0,557,474,85%,0.80,0.0
1208705,546,Getafe,6,2,10,2,5,5,23,3,4.0,29%,3.0,0.0,3.0,227,153,67%,0.62,0.0
1208709,537,Leganes,3,3,8,2,5,3,18,3,3.0,42%,4.0,1.0,4.0,283,198,70%,1.81,0.0
1208709,542,Alaves,7,6,16,3,10,6,15,2,0.0,58%,5.0,0.0,0.0,396,310,78%,1.77,0.0
1208704,727,Osasuna,4,6,11,1,9,2,16,6,1.0,46%,3.0,0.0,4.0,379,320,84%,1.88,0.0
1208704,541,Real Madrid,6,7,17,4,10,7,7,2,2.0,54%,1.0,1.0,3.0,475,418,88%,1.38,0.0
1208701,530,Atletico Madrid,3,2,9,4,8,1,8,2,1.0,33%,3.0,1.0,3.0,314,247,79%,0.55,0.0
1208701,538,Celta Vigo,4,5,11,2,6,5,18,7,1.0,67%,5.0,0.0,2.0,643,582,91%,1.75,0.0
1208707,533,Villarreal,4,7,13,2,8,5,6,4,3.0,50%,0.0,,2.0,528,459,87%,1.41,0.0
1208707,532,Valencia,3,6,12,3,6,6,17,5,0.0,50%,5.0,,3.0,523,465,89%,1.07,0.0
1212933,540,Espanyol,4,6,12,2,4,8,12,2,3.0,38%,1.0,,3.0,294,202,69%,0.72,0.0
1212933,531,Athletic Club,4,4,14,6,10,4,8,7,1.0,62%,1.0,,3.0,464,383,83%,1.07,0.0
1208706,720,Valladolid,2,3,7,2,6,1,11,3,3.0,52%,4.0,,2.0,539,469,87%,0.47,0.0
1208706,536,Sevilla,6,5,11,0,6,5,10,2,0.0,48%,2.0,,1.0,499,425,85%,1.06,0.0
1208708,798,Mallorca,5,5,14,4,10,4,7,3,4.0,49%,1.0,,3.0,411,336,82%,1.68,0.0
1208708,534,Las Palmas,4,2,9,3,6,3,13,5,3.0,51%,4.0,,3.0,429,350,82%,0.96,0.0
1208703,543,Real Betis,8,7,24,9,13,11,9,5,0.0,69%,0.0,0.0,0.0,596,531,89%,2.31,0.0
1208703,548,Real Sociedad,1,3,5,1,2,3,15,5,2.0,31%,2.0,2.0,5.0,265,176,66%,0.36,0.0
1208702,529,Barcelona,5,6,14,3,14,0,11,4,2.0,60%,2.0,,4.0,542,470,87%,2.53,0.0
1208702,728,Rayo Vallecano,4,5,9,0,8,1,9,5,5.0,40%,3.0,,5.0,353,282,80%,0.99,0.0
1208711,538,Celta Vigo,5,5,12,2,11,1,11,5,2.0,46%,1.0,,1.0,460,405,88%,1.96,1.0
1208711,727,Osasuna,1,9,18,8,13,5,13,4,1.0,54%,0.0,,4.0,532,451,85%,1.21,1.0
1212934,542,Alaves,5,9,15,1,10,5,13,7,3.0,62%,2.0,,1.0,474,368,78%,1.77,1.0
1212934,540,Espanyol,2,3,9,4,5,4,17,0,0.0,38%,2.0,,4.0,299,208,70%,0.37,1.0
1208712,728,Rayo Vallecano,5,3,10,2,7,3,15,3,,51%,1.0,1.0,4.0,414,339,82%,0.63,0.0
1208712,533,Villarreal,5,3,10,2,8,2,12,5,,49%,4.0,0.0,5.0,396,309,78%,0.56,0.0
1208713,532,Valencia,2,9,18,7,10,8,18,7,0.0,49%,1.0,,0.0,525,482,92%,0.86,0.0
1208713,530,Atletico Madrid,3,4,11,4,8,3,16,0,2.0,51%,3.0,,2.0,578,507,88%,1.28,0.0
1208714,534,Las Palmas,2,5,10,3,6,4,13,5,6.0,30%,1.0,,3.0,267,184,69%,0.47,0.0
1208714,529,Barcelona,5,8,15,2,11,4,4,3,1.0,70%,1.0,,2.0,666,587,88%,1.47,0.0
1208710,531,Athletic Club,16,9,29,4,22,7,10,4,2.0,57%,2.0,0.0,2.0,418,367,88%,3.80,-1.0
1208710,720,Valladolid,3,1,5,1,2,3,5,4,2.0,43%,3.0,1.0,9.0,328,259,79%,0.45,-1.0
1208716,541,Real Madrid,5,12,22,5,12,10,1,11,0.0,63%,0.0,,2.0,676,634,94%,2.18,0.0
1208716,547,Girona,2,2,6,2,5,1,7,5,2.0,37%,2.0,,3.0,385,350,91%,0.45,0.0
1208715,546,Getafe,4,3,10,3,5,5,17,2,2.0,49%,3.0,1.0,5.0,370,259,70%,1.13,0.0
1208715,543,Real Betis,6,5,13,2,10,3,20,5,3.0,51%,0.0,1.0,3.0,386,277,72%,2.04,0.0
1208718,548,Real Sociedad,5,7,12,0,7,5,13,3,1.0,56%,3.0,,2.0,468,392,84%,0.75,-2.0
1208718,537,Leganes,2,3,8,3,5,3,13,3,7.0,44%,3.0,,2.0,381,304,80%,0.23,-2.0
1208717,536,Sevilla,4,12,19,3,12,7,11,4,,54%,1.0,,1.0,451,365,81%,1.29,0.0
1208717,798,Mallorca,2,9,13,2,12,1,12,4,,46%,3.0,,2.0,391,304,78%,2.28,0.0
